Date,High,Low,Open,Close,Volume,Adj Close
2021-04-19,304.5,292.79998779296875,295.0,301.3999938964844,65791784,301.3999938964844
2021-04-20,308.1499938964844,294.20001220703125,307.70001220703125,298.04998779296875,56740291,298.04998779296875
2021-04-22,302.5,292.20001220703125,294.0,294.54998779296875,61022978,294.54998779296875
2021-04-23,300.0,290.5,291.0,294.0,58158986,294.0
2021-04-26,299.0,294.6000061035156,297.0,295.3999938964844,30583139,295.3999938964844
2021-04-27,302.5,295.1000061035156,295.70001220703125,301.5,35040532,301.5
2021-04-28,309.5,303.0,303.5,305.8999938964844,44668126,305.8999938964844
2021-04-29,310.0,301.25,308.8999938964844,301.8999938964844,36647292,301.8999938964844
2021-04-30,301.29998779296875,292.54998779296875,298.20001220703125,293.8500061035156,36121668,293.8500061035156
2021-05-03,294.75,285.0,289.29998779296875,293.0,35376618,293.0
2021-05-04,299.75,288.04998779296875,296.3500061035156,289.45001220703125,38640006,289.45001220703125
2021-05-05,293.8999938964844,288.5,293.5,291.5,29350536,291.5
2021-05-06,302.0,290.29998779296875,291.5,301.25,45032502,301.25
2021-05-07,305.95001220703125,300.5,303.0,302.75,41591323,302.75
2021-05-10,315.70001220703125,304.0,304.5,314.8500061035156,53260388,314.8500061035156
2021-05-11,320.75,308.1000061035156,309.54998779296875,315.54998779296875,58472304,315.54998779296875
2021-05-12,334.75,316.25,318.25,326.0,111584920,326.0
2021-05-14,329.5,310.0,329.3500061035156,312.25,81305325,312.25
2021-05-17,323.8500061035156,311.3999938964844,315.3999938964844,321.1000061035156,51162423,321.1000061035156
2021-05-18,336.6499938964844,324.0,325.95001220703125,332.45001220703125,86153088,332.45001220703125
2021-05-19,322.95001220703125,312.1000061035156,313.0,314.45001220703125,119407026,314.45001220703125
2021-05-20,316.6000061035156,306.1000061035156,316.0,307.70001220703125,54043899,307.70001220703125
2021-05-21,315.70001220703125,309.5,312.0,313.1000061035156,40358753,313.1000061035156
2021-05-24,315.79998779296875,310.20001220703125,314.75,311.8500061035156,31963997,311.8500061035156
2021-05-25,319.0,313.8500061035156,315.54998779296875,315.25,37382263,315.25
2021-05-26,320.0,314.79998779296875,316.1000061035156,315.5,28639717,315.5
2021-05-27,323.45001220703125,316.54998779296875,317.04998779296875,318.6000061035156,49484106,318.6000061035156
2021-05-28,324.5,316.5,322.6499938964844,318.75,26618815,318.75
2021-05-31,319.75,312.1000061035156,318.70001220703125,318.75,30917309,318.75
2021-06-01,325.70001220703125,317.29998779296875,319.20001220703125,318.1000061035156,32595728,318.1000061035156
2021-06-02,324.3999938964844,315.6000061035156,315.95001220703125,323.0,26323777,323.0
2021-06-03,327.70001220703125,323.6499938964844,325.29998779296875,325.6499938964844,21408371,325.6499938964844
2021-06-04,336.8999938964844,324.25,325.1499938964844,334.95001220703125,41278749,334.95001220703125
2021-06-07,351.0,339.75,339.75,345.5,64986814,345.5
2021-06-08,356.6499938964844,337.5,346.25,352.75,44104954,352.75
2021-06-09,358.8999938964844,339.75,356.20001220703125,343.3500061035156,59334814,343.3500061035156
2021-06-10,347.8500061035156,342.3999938964844,345.20001220703125,344.75,24351860,344.75
2021-06-11,352.8999938964844,344.3500061035156,346.0,350.75,36441967,350.75
2021-06-14,357.8999938964844,341.1000061035156,350.04998779296875,355.95001220703125,38482142,355.95001220703125
2021-06-15,360.75,351.5,355.75,352.70001220703125,35526159,352.70001220703125
2021-06-16,356.0,348.1000061035156,350.1000061035156,349.3500061035156,27550588,349.3500061035156
2021-06-17,352.8999938964844,342.25,348.3999938964844,345.6499938964844,29236974,345.6499938964844
2021-06-18,346.8999938964844,329.0,345.6499938964844,337.3999938964844,49440514,337.3999938964844
2021-06-21,335.79998779296875,326.20001220703125,330.8999938964844,334.29998779296875,29123887,334.29998779296875
2021-06-22,344.29998779296875,336.1499938964844,337.1000061035156,337.8999938964844,26708459,337.8999938964844
2021-06-23,343.25,334.29998779296875,341.0,335.25,25741628,335.25
2021-06-24,337.3999938964844,333.3500061035156,335.0,334.6499938964844,15580223,334.6499938964844
2021-06-25,342.79998779296875,335.8999938964844,335.8999938964844,339.6499938964844,22426352,339.6499938964844
2021-06-28,345.0,337.54998779296875,340.79998779296875,342.79998779296875,17843975,342.79998779296875
2021-06-29,346.5,339.6000061035156,342.6499938964844,341.54998779296875,22462297,341.54998779296875
2021-06-30,345.3500061035156,338.8500061035156,342.0,339.6000061035156,18277841,339.6000061035156
2021-07-01,347.3999938964844,341.20001220703125,341.5,344.25,27944816,344.25
2021-07-02,345.54998779296875,340.5,345.29998779296875,344.8999938964844,18304387,344.8999938964844
2021-07-05,350.1000061035156,344.0,347.04998779296875,346.1000061035156,18399524,346.1000061035156
2021-07-06,358.20001220703125,311.5,348.0,316.8999938964844,164083830,316.8999938964844
2021-07-07,319.1000061035156,306.25,316.0,317.1000061035156,112183313,317.1000061035156
2021-07-08,314.79998779296875,305.0,314.79998779296875,306.3500061035156,87360324,306.3500061035156
2021-07-09,308.8500061035156,301.8500061035156,305.79998779296875,306.29998779296875,48807214,306.29998779296875
2021-07-12,312.0,306.1000061035156,310.79998779296875,307.45001220703125,32282319,307.45001220703125
2021-07-13,312.25,308.1499938964844,310.0,310.95001220703125,25736308,310.95001220703125
2021-07-14,313.29998779296875,308.6499938964844,310.0,309.54998779296875,21863250,309.54998779296875
2021-07-15,312.8500061035156,307.6000061035156,310.5,310.25,23617599,310.25
2021-07-16,315.45001220703125,310.5,311.1000061035156,311.25,25148606,311.25
2021-07-19,310.29998779296875,306.0,308.95001220703125,308.8500061035156,21346348,308.8500061035156
2021-07-20,308.0,301.04998779296875,307.0,302.1499938964844,27672567,302.1499938964844
2021-07-22,307.45001220703125,301.04998779296875,305.5,302.54998779296875,21338361,302.54998779296875
2021-07-23,301.8999938964844,295.0,300.5,295.54998779296875,33435130,295.54998779296875
2021-07-26,297.0,291.0,295.0,293.1499938964844,27502360,293.1499938964844
2021-07-27,297.6499938964844,288.6000061035156,293.0,291.3999938964844,55132877,291.3999938964844
2021-07-28,290.8999938964844,283.6000061035156,290.0,284.45001220703125,36139725,284.45001220703125
2021-07-29,295.3999938964844,287.54998779296875,287.54998779296875,292.8999938964844,57733359,292.8999938964844
2021-07-30,300.0,293.25,294.0,293.95001220703125,30589609,293.95001220703125
2021-08-02,299.3999938964844,295.6000061035156,299.1499938964844,296.8500061035156,19273390,296.8500061035156
2021-08-03,304.5,297.70001220703125,298.5,303.70001220703125,31063992,303.70001220703125
2021-08-04,306.45001220703125,297.20001220703125,304.75,298.1499938964844,26186248,298.1499938964844
2021-08-05,300.8999938964844,292.75,295.5,299.70001220703125,20704901,299.70001220703125
2021-08-06,303.3999938964844,297.6499938964844,300.04998779296875,300.04998779296875,16001898,300.04998779296875
2021-08-09,304.20001220703125,296.04998779296875,300.75,298.1000061035156,16985859,298.1000061035156
2021-08-10,300.20001220703125,291.0,297.8999938964844,294.20001220703125,15173990,294.20001220703125
2021-08-11,297.79998779296875,286.45001220703125,295.29998779296875,295.45001220703125,20802022,295.45001220703125
2021-08-12,307.3999938964844,297.29998779296875,297.29998779296875,306.0,33652880,306.0
2021-08-13,311.5,303.04998779296875,308.79998779296875,307.25,34922863,307.25
2021-08-16,307.8500061035156,303.04998779296875,305.95001220703125,303.70001220703125,14348786,303.70001220703125
2021-08-17,302.79998779296875,292.79998779296875,302.79998779296875,297.70001220703125,25539214,297.70001220703125
2021-08-18,297.75,292.6000061035156,296.8999938964844,293.3500061035156,18004320,293.3500061035156
2021-08-20,290.70001220703125,281.0,289.5,283.1000061035156,32578752,283.1000061035156
2021-08-23,288.29998779296875,275.0,287.20001220703125,276.95001220703125,24498294,276.95001220703125
2021-08-24,281.5,268.45001220703125,278.5,279.79998779296875,37589121,279.79998779296875
2021-08-25,289.20001220703125,282.45001220703125,282.79998779296875,284.3999938964844,31538128,284.3999938964844
2021-08-26,287.3500061035156,281.6499938964844,284.8500061035156,284.29998779296875,17864053,284.29998779296875
2021-08-27,286.79998779296875,281.70001220703125,282.8999938964844,285.75,13477390,285.75
2021-08-30,293.5,289.8999938964844,290.1000061035156,291.95001220703125,17217097,291.95001220703125
2021-08-31,291.95001220703125,286.1000061035156,291.75,287.29998779296875,36951003,287.29998779296875
2021-09-01,297.3999938964844,287.29998779296875,289.0,295.25,33103168,295.25
2021-09-02,296.29998779296875,291.70001220703125,295.25,293.1499938964844,14907001,293.1499938964844
2021-09-03,296.45001220703125,292.0,292.5,295.54998779296875,16594135,295.54998779296875
2021-09-06,298.95001220703125,296.0,297.5,297.45001220703125,16622865,297.45001220703125
2021-09-07,297.79998779296875,290.8999938964844,297.3500061035156,294.6000061035156,14325904,294.6000061035156
2021-09-08,298.79998779296875,291.6000061035156,293.5,295.25,14920479,295.25
2021-09-09,303.5,293.54998779296875,294.0,298.95001220703125,34020970,298.95001220703125
2021-09-13,302.0,295.5,299.0,301.20001220703125,16339860,301.20001220703125
2021-09-14,307.20001220703125,302.20001220703125,302.25,306.1000061035156,23234649,306.1000061035156
2021-09-15,313.0,306.1000061035156,306.1000061035156,311.95001220703125,26808872,311.95001220703125
2021-09-16,315.0,307.6499938964844,313.3999938964844,311.6499938964844,26249369,311.6499938964844
2021-09-17,315.3500061035156,306.0,312.0,308.6000061035156,24972069,308.6000061035156
2021-09-20,310.25,297.29998779296875,304.8999938964844,298.95001220703125,19632688,298.95001220703125
2021-09-21,302.70001220703125,293.1000061035156,298.6000061035156,301.95001220703125,19439330,301.95001220703125
2021-09-22,313.79998779296875,303.0,303.1499938964844,310.1000061035156,29545253,310.1000061035156
2021-09-23,324.0,313.20001220703125,313.20001220703125,321.5,52701665,321.5
2021-09-24,326.95001220703125,316.04998779296875,325.1000061035156,317.95001220703125,28901243,317.95001220703125
2021-09-27,333.6000061035156,323.1499938964844,323.1499938964844,331.6499938964844,56305136,331.6499938964844
2021-09-28,336.0,324.5,334.0,329.29998779296875,28497009,329.29998779296875
2021-09-29,333.0,324.0,325.0,330.25,19740150,330.25
2021-09-30,337.8999938964844,329.1000061035156,331.25,333.3500061035156,30268517,333.3500061035156
2021-10-01,337.29998779296875,325.70001220703125,332.6499938964844,333.29998779296875,29877695,333.29998779296875
2021-10-04,343.25,335.1499938964844,336.79998779296875,342.0,29553072,342.0
2021-10-05,351.5,338.8500061035156,340.45001220703125,344.95001220703125,31861985,344.95001220703125
2021-10-06,348.70001220703125,335.0,347.0,336.04998779296875,25272592,336.04998779296875
2021-10-07,383.0,339.25,341.1000061035156,376.5,163238084,376.5
2021-10-08,397.54998779296875,380.0,385.8999938964844,382.95001220703125,93728117,382.95001220703125
2021-10-11,420.8999938964844,388.0,390.1499938964844,415.75,113404983,415.75
2021-10-12,435.70001220703125,413.6000061035156,423.0,420.8500061035156,97349265,420.8500061035156
2021-10-13,523.8499755859375,462.8999938964844,462.8999938964844,506.8999938964844,197949387,506.8999938964844
2021-10-14,530.0,492.0,530.0,497.6000061035156,103630901,497.6000061035156
2021-10-18,525.0,503.6000061035156,507.0,509.6000061035156,72322623,509.6000061035156
2021-10-19,517.4000244140625,476.04998779296875,512.4500122070312,481.8999938964844,57428637,481.8999938964844
2021-10-20,497.0,471.25,481.79998779296875,486.8999938964844,55444814,486.8999938964844
2021-10-21,510.3999938964844,485.75,491.75,508.0,52608672,508.0
2021-10-22,510.70001220703125,487.3999938964844,509.8999938964844,490.8999938964844,42742785,490.8999938964844
2021-10-25,496.0,473.25,493.8999938964844,479.8999938964844,33107841,479.8999938964844
2021-10-26,510.0,483.25,483.5,508.6499938964844,58027770,508.6499938964844
2021-10-27,506.54998779296875,496.0,505.75,497.8999938964844,30361263,497.8999938964844
2021-10-28,493.8999938964844,478.54998779296875,493.8999938964844,481.04998779296875,25182748,481.04998779296875
2021-10-29,491.6000061035156,467.70001220703125,482.0,483.70001220703125,31054342,483.70001220703125
2021-11-01,489.70001220703125,469.79998779296875,486.45001220703125,485.70001220703125,34315690,485.70001220703125
2021-11-02,510.0,486.5,506.5,487.8500061035156,51580720,487.8500061035156
2021-11-03,495.0,481.6000061035156,483.79998779296875,484.8999938964844,22950198,484.8999938964844
2021-11-04,493.54998779296875,488.0,489.79998779296875,489.70001220703125,5531940,489.70001220703125
2021-11-08,504.8500061035156,490.25,493.8999938964844,501.3999938964844,31736426,501.3999938964844
2021-11-09,520.6500244140625,503.5,505.0,509.6499938964844,50458762,509.6499938964844
2021-11-10,515.9500122070312,500.20001220703125,506.25,510.75,26615777,510.75
2021-11-11,519.0,501.0,510.0,503.45001220703125,29256213,503.45001220703125
2021-11-12,509.54998779296875,497.3500061035156,506.95001220703125,507.04998779296875,20731808,507.04998779296875
2021-11-15,514.9000244140625,504.5,506.25,505.45001220703125,18014977,505.45001220703125
2021-11-16,526.8499755859375,506.20001220703125,506.8999938964844,519.0499877929688,55897781,519.0499877929688
2021-11-17,536.7000122070312,520.25,520.25,530.1500244140625,48463415,530.1500244140625
2021-11-18,534.2000122070312,501.29998779296875,531.4500122070312,509.70001220703125,47197742,509.70001220703125
2021-11-22,512.25,478.3999938964844,512.25,486.1000061035156,40044849,486.1000061035156
2021-11-23,499.3500061035156,477.0,484.3999938964844,495.5,27553684,495.5
2021-11-24,501.79998779296875,485.29998779296875,499.0,488.6499938964844,20915837,488.6499938964844
2021-11-25,495.1499938964844,486.5,490.79998779296875,492.75,15336539,492.75
2021-11-26,486.75,458.0,486.0,460.20001220703125,51787989,460.20001220703125
2021-11-29,470.75,443.1000061035156,457.0,461.45001220703125,42819150,461.45001220703125
2021-11-30,478.0,455.6499938964844,466.54998779296875,458.6000061035156,35471800,458.6000061035156
2021-12-01,478.3999938964844,463.54998779296875,467.8500061035156,475.25,28256188,475.25
2021-12-02,480.45001220703125,471.70001220703125,479.3999938964844,479.1000061035156,21012008,479.1000061035156
2021-12-03,484.70001220703125,477.29998779296875,480.0,480.1000061035156,20948900,480.1000061035156
2021-12-06,480.8999938964844,466.0,480.1000061035156,467.20001220703125,17473075,467.20001220703125
2021-12-07,484.8999938964844,471.0,476.8500061035156,481.79998779296875,21280797,481.79998779296875
2021-12-08,495.95001220703125,483.5,484.5,493.8999938964844,20581817,493.8999938964844
2021-12-09,498.5,489.54998779296875,498.0,493.95001220703125,16951593,493.95001220703125
2021-12-10,496.79998779296875,486.54998779296875,487.75,494.45001220703125,14567815,494.45001220703125
2021-12-13,506.3999938964844,494.20001220703125,499.45001220703125,495.3500061035156,21921272,495.3500061035156
2021-12-14,491.95001220703125,483.29998779296875,491.95001220703125,489.3999938964844,17722547,489.3999938964844
2021-12-15,497.70001220703125,487.25,487.79998779296875,491.6499938964844,16263723,491.6499938964844
2021-12-16,496.5,487.3999938964844,495.0,491.95001220703125,13581352,491.95001220703125
2021-12-17,488.8500061035156,468.20001220703125,488.0,470.20001220703125,27341178,470.20001220703125
2021-12-20,460.0,440.0,459.8999938964844,447.04998779296875,33007516,447.04998779296875
2021-12-21,460.8999938964844,449.8500061035156,452.1000061035156,453.6000061035156,18838054,453.6000061035156
2021-12-22,472.1499938964844,458.1499938964844,458.1499938964844,470.5,22730750,470.5
2021-12-23,478.0,470.95001220703125,476.0,472.3500061035156,12116814,472.3500061035156
2021-12-24,474.8999938964844,460.0,474.8999938964844,467.6000061035156,15487368,467.6000061035156
2021-12-27,472.45001220703125,460.1000061035156,465.70001220703125,471.1499938964844,12557565,471.1499938964844
2021-12-28,482.79998779296875,472.6499938964844,475.20001220703125,480.20001220703125,22860916,480.20001220703125
2021-12-29,481.6000061035156,474.25,478.75,476.0,10263884,476.0
2021-12-30,476.3999938964844,468.6000061035156,472.54998779296875,470.3999938964844,11923961,470.3999938964844
2021-12-31,483.6000061035156,471.8500061035156,472.70001220703125,482.3999938964844,15541446,482.3999938964844
2022-01-03,500.8500061035156,492.0,493.5,497.6000061035156,32748423,497.6000061035156
2022-01-04,499.0,484.04998779296875,496.79998779296875,489.6000061035156,24100985,489.6000061035156
2022-01-05,492.75,483.54998779296875,486.95001220703125,489.75,15420105,489.75
2022-01-06,492.95001220703125,477.1000061035156,481.5,488.8500061035156,16563230,488.8500061035156
2022-01-07,495.5,483.75,490.04998779296875,490.6000061035156,15532165,490.6000061035156
2022-01-10,504.8999938964844,491.29998779296875,493.1000061035156,503.70001220703125,25193771,503.70001220703125
2022-01-11,507.8999938964844,498.1499938964844,503.0,501.29998779296875,16269193,501.29998779296875
2022-01-12,511.8500061035156,503.5,505.8500061035156,507.25,16255334,507.25
2022-01-13,513.7999877929688,494.79998779296875,504.0,511.95001220703125,27572553,511.95001220703125
2022-01-14,515.4000244140625,505.6499938964844,509.0,509.8999938964844,12655602,509.8999938964844
2022-01-17,526.9000244140625,512.0,514.7999877929688,525.0,27942414,525.0
2022-01-18,528.5,507.1499938964844,527.9000244140625,510.79998779296875,19353195,510.79998779296875
2022-01-19,522.2000122070312,504.79998779296875,510.0,520.8499755859375,21799071,520.8499755859375
2022-01-20,523.2000122070312,512.0,519.9500122070312,515.7000122070312,18364451,515.7000122070312
2022-01-21,513.8499755859375,494.25,510.3999938964844,501.8500061035156,17946821,501.8500061035156
2022-01-24,504.29998779296875,473.3500061035156,499.70001220703125,478.45001220703125,25228959,478.45001220703125
2022-01-25,492.5,467.6499938964844,473.79998779296875,490.54998779296875,22565698,490.54998779296875
2022-01-27,502.70001220703125,476.6000061035156,480.75,494.3999938964844,26676094,494.3999938964844
2022-01-28,509.3500061035156,495.29998779296875,500.5,497.29998779296875,21784640,497.29998779296875
2022-01-31,520.0,498.20001220703125,505.0,517.75,27306578,517.75
2022-02-01,514.75,493.0,508.0,504.29998779296875,48030231,504.29998779296875
2022-02-02,514.4500122070312,505.1499938964844,508.6000061035156,506.3999938964844,14311040,506.3999938964844
2022-02-03,514.2999877929688,502.8500061035156,509.1000061035156,504.5,15249245,504.5
2022-02-04,507.79998779296875,499.0,503.79998779296875,500.6000061035156,12663199,500.6000061035156
2022-02-07,504.3500061035156,492.5,502.8999938964844,494.6000061035156,13392910,494.6000061035156
2022-02-08,498.5,479.1499938964844,498.0,492.75,23378623,492.75
2022-02-09,503.70001220703125,494.70001220703125,496.5,501.25,12430730,501.25
2022-02-10,510.5,504.20001220703125,506.70001220703125,507.45001220703125,14537945,507.45001220703125
2022-02-11,507.0,497.0,503.25,498.8500061035156,13534899,498.8500061035156
2022-02-14,488.5,468.79998779296875,487.0,471.45001220703125,22157389,471.45001220703125
2022-02-15,505.5,467.29998779296875,476.1499938964844,504.0,30623088,504.0
2022-02-16,507.8999938964844,496.6000061035156,504.0,498.45001220703125,20176993,498.45001220703125
2022-02-17,511.5,498.29998779296875,505.8999938964844,499.95001220703125,27943077,499.95001220703125
2022-02-18,502.6499938964844,491.5,498.0,493.1499938964844,15476803,493.1499938964844
2022-02-21,500.3999938964844,486.1000061035156,490.1499938964844,494.45001220703125,22592161,494.45001220703125
2022-02-22,486.29998779296875,471.45001220703125,480.54998779296875,478.25,27957544,478.25
2022-02-23,485.3999938964844,475.29998779296875,481.75,477.0,17703998,477.0
2022-02-24,461.54998779296875,405.45001220703125,455.95001220703125,427.95001220703125,57265685,427.95001220703125
2022-02-25,465.70001220703125,441.6000061035156,444.8500061035156,459.75,48876182,459.75
2022-02-28,457.3500061035156,440.45001220703125,445.0,454.04998779296875,34475468,454.04998779296875
